order_id,customer_id,order_date,order_status
124,876,2026-05-08,Completed
125,603,2025-11-12,Completed
126,38,2025-11-18,Pending
127,990,2026-06-28,Completed
128,300,2026-02-05,Completed
129,586,2026-08-05,Returned
130,505,2026-08-30,Completed
131,641,2025-07-19,Completed
132,574,2026-04-01,Completed
133,786,2024-08-04,Completed
134,939,2025-09-23,Completed
135,803,2026-07-30,Completed
136,569,2026-05-15,Completed
137,642,2026-02-07,Pending
138,381,2026-06-01,Pending
139,519,2025-03-17,Completed
140,842,2026-07-04,Completed
141,319,2024-10-01,Completed
142,534,2026-02-15,Completed
143,688,2024-12-30,Completed
144,278,2025-11-27,Cancelled
145,134,2025-12-25,Completed
146,437,2026-05-15,Completed
147,701,2026-06-10,Completed
148,31,2025-10-05,Completed
149,838,2026-03-16,Completed
150,998,2026-08-08,Completed
151,679,2026-06-11,Completed
152,336,2025-10-08,Completed
153,776,2024-09-29,Completed
154,736,2025-08-09,Returned
155,873,2026-01-21,Completed
156,882,2025-12-22,Cancelled
157,416,2026-01-21,Completed
158,861,2025-08-10,Completed
159,999,2026-01-08,Completed
160,364,2026-02-20,Completed
161,421,2026-06-14,Completed
162,595,2026-01-26,Returned
163,530,2024-09-16,Completed
164,628,2024-05-18,Cancelled
165,432,2026-04-20,Returned
166,587,2024-12-07,Completed
167,259,2025-10-14,Completed
168,379,2025-12-01,Completed
169,610,2026-02-17,Pending
170,476,2025-12-15,Completed
171,296,2026-08-22,Completed
172,822,2025-03-28,Completed
173,852,2025-06-01,Completed
174,225,2026-04-17,Completed
175,726,2024-10-10,Completed
176,302,2025-12-09,Completed
177,709,2026-01-13,Completed
178,265,2026-02-16,Completed
179,661,2025-09-06,Completed
180,20,2026-06-16,Completed
181,156,2025-10-18,Cancelled
182,447,2025-07-09,Pending
183,978,2026-07-14,Completed
184,862,2025-11-11,Completed
185,646,2025-12-05,Completed
186,547,2026-08-05,Completed
187,807,2026-03-12,Completed
188,759,2026-06-29,Completed
189,670,2025-06-26,Completed
190,177,2026-07-13,Completed
191,610,2026-03-23,Completed
192,330,2025-11-02,Completed
193,714,2025-06-11,Completed
194,8,2025-04-12,Cancelled
195,422,2024-11-24,Cancelled
196,643,2025-07-14,Completed
197,543,2025-08-11,Completed
198,116,2025-08-27,Completed
199,632,2026-07-17,Cancelled
200,607,2026-07-19,Completed
201,101,2026-02-16,Completed
202,912,2026-01-18,Completed
203,709,2025-10-04,Completed
204,226,2025-02-26,Completed
205,606,2025-08-05,Pending
206,936,2026-03-16,Cancelled
207,86,2025-12-05,Completed
208,1000,2026-06-06,Completed
209,882,2025-05-20,Completed
210,754,2024-04-27,Completed
211,664,2025-11-03,Completed
212,772,2026-05-14,Completed
213,464,2026-06-24,Completed
214,636,2026-02-09,Completed
215,401,2025-03-03,Completed
216,714,2024-10-27,Completed
217,356,2026-05-11,Completed
218,893,2025-07-30,Pending
219,920,2026-06-16,Completed
220,634,2024-09-26,Completed
221,589,2025-06-25,Completed
222,460,2026-06-01,Returned
223,994,2026-06-06,Returned
224,706,2025-07-18,Completed
225,26,2026-02-18,Completed
226,801,2025-05-19,Completed
227,200,2026-08-12,Completed
228,152,2025-11-12,Completed
229,823,2025-09-29,Completed
230,956,2026-06-24,Completed
231,180,2026-02-18,Completed
232,843,2025-05-05,Pending
233,979,2026-07-20,Completed
234,614,2026-07-10,Completed
235,150,2026-04-08,Completed
236,50,2025-11-05,Completed
237,614,2026-07-14,Completed
238,14,2026-01-26,Completed
239,815,2026-03-02,Completed
240,839,2025-04-23,Cancelled
241,132,2025-05-03,Completed
242,202,2025-12-19,Completed
243,68,2025-01-01,Completed
244,190,2026-07-08,Completed
245,361,2025-05-08,Pending
246,733,2025-12-06,Returned
247,943,2026-01-29,Pending
248,116,2026-02-12,Completed
249,722,2025-07-23,Completed
250,395,2026-03-21,Completed
251,962,2026-04-12,Completed
252,449,2026-06-12,Completed
253,712,2026-01-12,Returned
254,239,2026-08-18,Completed
255,524,2024-11-19,Completed
256,511,2026-04-23,Completed
257,779,2024-06-15,Completed
258,441,2026-02-09,Completed
259,504,2026-02-01,Completed
260,270,2026-01-16,Completed
261,829,2026-06-23,Completed
262,241,2026-01-09,Completed
263,118,2025-03-16,Completed
264,325,2026-04-21,Completed
265,171,2025-12-17,Completed
266,640,2026-06-03,Returned
267,581,2026-05-22,Completed
268,258,2026-03-24,Completed
269,677,2026-06-02,Completed
270,421,2026-05-21,Cancelled
271,844,2025-12-28,Completed
272,817,2026-03-31,Completed
273,987,2026-05-18,Completed
274,888,2025-09-04,Cancelled
275,509,2025-03-25,Completed
276,826,2026-07-18,Completed
277,325,2026-07-16,Completed
278,22,2025-11-23,Returned
279,260,2026-07-01,Completed
280,309,2024-11-21,Cancelled
281,809,2024-04-20,Completed
282,949,2025-10-21,Completed
283,361,2026-01-29,Completed
284,411,2025-07-18,Completed
285,463,2026-05-26,Cancelled
286,425,2026-05-14,Completed
287,51,2025-09-21,Completed
288,230,2026-03-12,Completed
289,745,2026-07-01,Completed
290,633,2026-06-21,Cancelled
291,704,2026-02-16,Completed
292,260,2026-06-30,Completed
293,899,2025-11-26,Completed
294,893,2025-09-18,Completed
295,570,2026-03-30,Completed
296,42,2025-08-06,Completed
297,768,2025-07-30,Pending
298,787,2025-07-25,Completed
299,158,2025-12-15,Completed
300,884,2025-01-11,Completed
301,183,2026-02-25,Returned
302,821,2026-04-13,Completed
303,457,2025-12-30,Completed
304,693,2025-01-07,Completed
305,82,2026-02-06,Completed
306,583,2025-05-29,Completed
307,97,2025-12-19,Completed
308,47,2025-10-06,Completed
309,190,2025-09-08,Completed
310,672,2025-07-10,Completed
311,139,2025-02-17,Completed
312,493,2026-07-28,Completed
313,152,2025-12-30,Completed
314,483,2025-03-06,Pending
315,106,2026-06-24,Pending
316,732,2024-10-07,Completed
317,166,2026-01-25,Completed
318,854,2026-03-03,Completed
319,178,2024-11-23,Completed
320,179,2026-08-29,Pending
321,117,2026-03-16,Completed
322,874,2026-03-13,Completed
323,986,2025-04-25,Returned
324,172,2026-06-09,Completed
325,751,2025-09-24,Completed
326,350,2026-03-17,Completed
327,645,2025-11-17,Completed
328,789,2025-12-23,Completed
329,791,2026-01-06,Completed
330,739,2026-04-10,Completed
331,715,2025-11-08,Cancelled
332,96,2026-05-27,Completed
333,518,2024-08-03,Completed
334,465,2026-05-24,Returned
335,108,2025-02-10,Completed
336,849,2025-03-08,Completed
337,457,2025-07-24,Completed
338,844,2025-10-26,Completed
339,467,2026-06-28,Completed
340,586,2025-12-03,Completed
341,29,2026-07-11,Completed
342,892,2024-07-11,Completed
343,684,2026-04-20,Completed
344,982,2026-07-21,Completed
345,575,2026-08-25,Completed
346,769,2026-05-13,Completed
347,282,2026-08-10,Completed
348,425,2025-11-19,Pending
349,262,2025-10-27,Completed
350,423,2026-02-20,Completed
351,505,2026-03-30,Completed
352,276,2026-07-25,Returned
353,582,2025-05-05,Completed
354,43,2024-09-29,Completed
355,863,2026-02-23,Completed
356,743,2026-07-17,Returned
357,350,2026-02-06,Completed
358,424,2026-06-16,Cancelled
359,996,2026-03-08,Pending
360,10,2025-08-16,Completed
361,506,2025-07-21,Completed
362,566,2025-03-24,Completed
363,903,2026-03-01,Completed
364,875,2025-02-21,Completed
365,546,2025-08-01,Completed
366,169,2025-08-24,Completed
367,607,2026-08-12,Cancelled
368,795,2025-11-21,Completed
369,998,2025-06-03,Cancelled
370,105,2025-05-18,Completed
371,815,2025-10-19,Cancelled
372,530,2025-05-30,Completed
373,927,2026-06-09,Completed
374,131,2025-02-02,Completed
375,378,2025-11-12,Completed
376,1000,2025-09-19,Completed
377,615,2026-05-27,Pending
378,943,2025-05-17,Completed
379,211,2025-11-24,Completed
380,31,2026-06-13,Completed
381,179,2025-10-22,Cancelled
382,181,2026-08-23,Completed
383,671,2026-06-24,Cancelled
384,900,2026-02-24,Completed
385,326,2026-04-04,Returned
386,336,2025-01-28,Completed
387,521,2025-05-03,Completed
388,486,2026-02-14,Completed
389,884,2025-07-21,Completed
390,770,2025-09-22,Completed
391,377,2026-03-22,Completed
392,122,2026-01-19,Completed
393,196,2026-06-18,Completed
394,843,2025-06-19,Completed
395,240,2025-06-27,Completed
396,874,2026-04-26,Completed
397,830,2026-06-07,Pending
398,945,2025-07-13,Completed
399,193,2026-03-01,Completed
400,72,2025-10-24,Completed
401,531,2024-04-09,Completed
402,443,2026-07-28,Completed
403,66,2026-06-22,Completed
404,755,2025-11-20,Completed
405,394,2026-06-22,Completed
406,907,2024-12-08,Completed
407,79,2025-11-10,Completed
408,655,2026-08-03,Completed
409,85,2026-04-24,Completed
410,80,2025-11-15,Completed
411,453,2025-12-21,Pending
412,54,2025-03-13,Completed
413,841,2025-01-09,Completed
414,46,2025-10-17,Completed
415,219,2025-06-15,Completed
416,470,2025-10-01,Completed
417,730,2025-08-25,Completed
418,341,2024-09-15,Completed
419,239,2024-05-03,Completed
420,635,2025-08-30,Completed
421,138,2025-09-22,Completed
422,235,2026-08-01,Completed
423,534,2026-02-25,Completed
424,54,2025-07-31,Cancelled
425,743,2026-04-17,Completed
426,991,2026-02-21,Completed
427,781,2026-04-12,Completed
428,264,2026-04-09,Completed
429,5,2025-08-03,Cancelled
430,657,2025-12-11,Completed
431,199,2026-07-07,Completed
432,667,2025-11-22,Cancelled
433,268,2026-04-04,Completed
434,660,2026-07-09,Cancelled
435,601,2025-11-05,Completed
436,276,2026-01-30,Cancelled
437,751,2026-03-13,Completed
438,206,2025-06-26,Completed
439,82,2025-08-01,Completed
440,600,2024-11-05,Completed
441,682,2026-03-08,Completed
442,618,2026-05-17,Returned
443,837,2025-01-31,Cancelled
444,617,2024-11-04,Cancelled
445,4,2026-01-18,Returned
446,757,2026-08-02,Completed
447,891,2025-07-24,Cancelled
448,853,2026-04-28,Returned
449,165,2025-10-26,Cancelled
450,93,2026-08-08,Completed
451,933,2025-12-30,Completed
452,587,2025-10-27,Completed
453,790,2026-02-19,Completed
454,552,2026-04-03,Completed
455,317,2026-05-21,Returned
456,507,2025-06-12,Completed
457,307,2026-08-26,Completed
458,776,2025-06-06,Completed
459,469,2025-06-04,Completed
460,386,2025-08-25,Completed
461,121,2026-08-25,Completed
462,501,2026-01-01,Completed
463,648,2026-08-09,Completed
464,501,2026-08-01,Completed
465,334,2024-04-21,Completed
466,532,2026-01-11,Completed
467,883,2026-08-06,Completed
468,41,2024-08-06,Completed
469,373,2026-08-22,Completed
470,675,2026-06-03,Completed
471,146,2025-10-03,Pending
472,132,2026-02-14,Completed
473,549,2025-11-07,Completed
474,807,2025-05-22,Completed
475,338,2026-04-14,Completed
476,975,2024-10-12,Completed
477,98,2026-06-18,Completed
478,826,2026-07-11,Completed
479,941,2026-04-18,Completed
480,818,2026-03-13,Completed
481,866,2025-06-13,Completed
482,590,2024-09-23,Completed
483,416,2025-07-17,Completed
484,757,2026-05-07,Completed
485,180,2025-06-17,Completed
486,383,2025-08-26,Completed
487,272,2026-03-12,Completed
488,306,2025-10-05,Completed
489,87,2026-04-14,Completed
490,482,2026-02-17,Completed
491,144,2025-03-23,Completed
492,195,2025-07-15,Completed
493,564,2026-01-23,Completed
494,812,2024-03-13,Completed
495,492,2025-04-07,Completed
496,747,2026-07-11,Completed
497,718,2026-08-26,Completed
498,411,2025-02-03,Completed
499,886,2024-11-30,Completed
500,312,2024-09-25,Completed
501,677,2026-01-04,Completed
502,686,2025-04-19,Completed
503,666,2026-04-16,Completed
504,309,2025-12-19,Returned
505,564,2025-05-19,Cancelled
506,171,2025-12-01,Completed
507,507,2026-07-20,Completed
508,411,2025-09-30,Completed
509,901,2026-08-21,Completed
510,230,2024-04-27,Completed
511,548,2024-09-10,Completed
512,920,2026-03-17,Completed
513,749,2026-03-07,Completed
514,969,2026-05-31,Completed
515,160,2026-01-16,Completed
516,664,2025-01-23,Completed
517,437,2026-03-01,Completed
518,782,2026-07-23,Cancelled
519,981,2025-06-01,Completed
520,491,2024-11-06,Completed
521,2,2025-01-06,Completed
522,230,2024-06-24,Returned
523,439,2026-04-26,Completed
524,897,2025-02-17,Completed
525,458,2026-07-28,Completed
526,327,2025-10-29,Completed
527,394,2024-11-10,Completed
528,372,2026-06-07,Completed
529,472,2025-02-04,Pending
530,56,2025-03-31,Completed
531,151,2025-09-19,Completed
532,762,2024-09-22,Completed
533,62,2026-05-25,Completed
534,942,2026-05-15,Completed
535,761,2025-07-26,Completed
536,837,2026-05-10,Completed
537,277,2025-06-21,Completed
538,217,2026-07-22,Completed
539,47,2025-09-18,Completed
540,998,2025-08-12,Completed
541,25,2026-01-17,Completed
542,827,2026-08-27,Completed
543,298,2025-05-12,Completed
544,825,2025-07-03,Completed
545,166,2025-06-14,Completed
546,963,2025-03-10,Returned
547,86,2026-04-11,Completed
548,385,2025-07-07,Completed
549,358,2026-07-28,Completed
550,619,2026-03-14,Completed
551,64,2026-08-02,Completed
552,281,2025-12-12,Completed
553,204,2026-02-26,Cancelled
554,681,2026-08-28,Cancelled
555,534,2025-04-05,Returned
556,431,2026-01-18,Completed
557,380,2025-07-11,Completed
558,361,2026-06-03,Completed
559,391,2025-06-02,Pending
560,509,2026-07-03,Completed
561,201,2026-07-04,Returned
562,901,2026-06-13,Completed
563,175,2026-08-29,Returned
564,962,2026-03-21,Completed
565,728,2024-10-18,Completed
566,644,2026-05-12,Completed
567,26,2026-08-12,Completed
568,789,2026-04-30,Completed
569,110,2026-01-24,Completed
570,503,2025-08-08,Completed
571,676,2025-03-22,Completed
572,549,2025-08-06,Completed
573,142,2026-03-07,Completed
574,479,2026-03-23,Completed
575,814,2026-03-15,Returned
576,383,2026-05-19,Completed
577,440,2026-07-11,Completed
578,126,2024-05-25,Completed
579,582,2026-06-07,Completed
580,106,2026-04-14,Completed
581,326,2025-12-13,Completed
582,282,2026-02-04,Completed
583,292,2024-07-23,Pending
584,282,2025-12-13,Completed
585,961,2025-05-09,Completed
586,331,2026-05-20,Completed
587,957,2026-06-23,Cancelled
588,277,2026-04-19,Completed
589,653,2026-04-14,Completed
590,232,2025-02-03,Completed
591,996,2026-07-07,Completed
592,193,2026-03-14,Completed
593,869,2025-09-26,Completed
594,193,2025-01-09,Completed
595,763,2024-10-06,Completed
596,155,2025-07-27,Completed
597,302,2025-07-19,Completed
598,225,2024-07-31,Completed
599,545,2024-09-28,Completed
600,752,2025-04-28,Completed
601,922,2026-06-23,Completed
602,22,2024-08-01,Returned
603,993,2026-01-19,Completed
604,312,2026-06-28,Completed
605,913,2025-10-27,Completed
606,251,2026-02-04,Completed
607,933,2025-11-27,Cancelled
608,296,2024-05-07,Returned
609,67,2026-05-19,Completed
610,52,2025-05-20,Completed
611,600,2024-05-31,Completed
612,433,2026-02-23,Returned
613,178,2025-12-01,Completed
614,313,2024-06-23,Completed
615,363,2025-06-07,Completed
616,636,2026-08-08,Cancelled
617,87,2025-08-15,Completed
618,580,2026-08-11,Completed
619,529,2025-05-07,Completed
620,69,2025-09-01,Completed
621,107,2026-02-13,Completed
622,443,2026-02-06,Completed
623,492,2025-04-07,Completed
624,401,2025-10-01,Completed
625,29,2025-02-06,Completed
626,10,2025-06-13,Completed
627,672,2024-08-11,Completed
628,386,2025-10-10,Completed
629,599,2025-09-30,Pending
630,99,2025-12-06,Completed
631,627,2024-12-09,Completed
632,329,2024-09-28,Completed
633,445,2026-04-28,Completed
634,915,2025-12-31,Completed
635,366,2025-07-13,Completed
636,616,2025-09-21,Completed
637,894,2025-03-12,Returned
638,409,2025-12-03,Completed
639,34,2026-03-02,Completed
640,242,2026-06-09,Completed
641,909,2026-05-05,Completed
642,666,2026-05-24,Completed
643,566,2026-01-13,Completed
644,448,2025-03-04,Completed
645,766,2026-04-07,Completed
646,79,2025-10-17,Completed
647,133,2026-01-31,Completed
648,961,2026-08-03,Completed
649,540,2026-08-04,Completed
650,287,2024-06-30,Completed
651,382,2025-11-28,Completed
652,857,2024-05-21,Completed
653,211,2025-11-03,Completed
654,887,2025-07-06,Completed
655,880,2025-11-01,Completed
656,256,2026-06-27,Completed
657,868,2024-12-23,Completed
658,990,2026-03-21,Completed
659,452,2026-01-19,Completed
660,118,2026-02-04,Completed
661,615,2026-04-08,Completed
662,243,2026-03-05,Completed
663,335,2025-09-20,Completed
664,298,2024-10-09,Cancelled
665,524,2026-02-09,Completed
666,982,2026-03-31,Completed
667,857,2025-11-27,Completed
668,710,2026-01-04,Completed
669,584,2026-05-12,Pending
670,815,2025-05-27,Completed
671,590,2025-12-15,Completed
672,270,2026-06-03,Completed
673,363,2024-08-04,Completed
674,76,2026-06-15,Cancelled
675,156,2024-11-22,Completed
676,238,2025-10-21,Completed
677,331,2026-03-28,Completed
678,102,2025-01-18,Completed
679,230,2024-09-01,Completed
680,613,2026-08-31,Completed
681,750,2026-04-04,Completed
682,750,2025-05-03,Returned
683,161,2026-01-30,Completed
684,252,2025-12-05,Completed
685,752,2026-01-06,Completed
686,503,2026-05-09,Completed
687,654,2025-10-12,Completed
688,816,2026-05-07,Completed
689,980,2025-11-07,Completed
690,298,2025-02-07,Completed
691,275,2026-07-25,Completed
692,799,2026-08-13,Completed
693,786,2026-02-15,Completed
694,161,2026-07-19,Completed
695,567,2025-05-08,Cancelled
696,811,2026-04-15,Completed
697,672,2025-04-23,Completed
698,754,2025-10-25,Completed
699,281,2026-01-08,Completed
700,495,2025-10-30,Cancelled
701,230,2025-10-24,Returned
702,575,2025-04-25,Completed
703,759,2025-10-24,Pending
704,275,2026-03-06,Completed
705,385,2025-06-21,Completed
706,40,2026-08-23,Completed
707,10,2025-11-01,Completed
708,145,2025-04-28,Completed
709,474,2025-04-14,Cancelled
710,184,2024-07-27,Completed
711,711,2025-01-27,Completed
712,644,2025-04-20,Cancelled
713,607,2025-12-13,Completed
714,590,2026-03-25,Completed
715,80,2025-12-06,Completed
716,320,2025-10-13,Completed
717,969,2026-05-10,Pending
718,572,2026-05-13,Completed
719,219,2025-09-10,Completed
720,6,2026-04-05,Completed
721,622,2024-11-29,Completed
722,623,2025-12-25,Completed
723,628,2026-03-25,Completed
724,455,2026-02-18,Completed
725,928,2026-06-08,Completed
726,46,2025-05-27,Completed
727,91,2025-04-30,Cancelled
728,808,2025-02-24,Completed
729,55,2026-06-02,Completed
730,280,2024-12-13,Completed
731,791,2026-07-08,Completed
732,356,2026-03-04,Completed
733,530,2026-05-03,Completed
734,163,2025-09-03,Completed
735,450,2026-05-24,Completed
736,42,2025-01-05,Completed
737,608,2025-03-11,Completed
738,680,2026-03-16,Completed
739,470,2025-12-30,Completed
740,309,2025-07-01,Completed
741,702,2026-04-22,Pending
742,685,2026-03-04,Pending
743,410,2026-02-01,Cancelled
744,349,2026-03-10,Pending
745,394,2026-06-17,Completed
746,184,2024-08-10,Completed
747,672,2026-08-09,Completed
748,703,2026-07-05,Completed
749,730,2025-01-31,Pending
750,971,2026-08-07,Completed
751,289,2024-06-14,Completed
752,301,2026-03-22,Completed
753,548,2024-08-19,Completed
754,941,2026-07-06,Completed
755,151,2026-05-26,Returned
756,950,2026-04-21,Completed
757,384,2026-02-24,Completed
758,6,2025-10-03,Completed
759,66,2025-11-16,Completed
760,156,2026-03-03,Pending
761,86,2024-12-11,Completed
762,640,2025-11-15,Completed
763,406,2025-10-09,Completed
764,786,2026-08-20,Returned
765,231,2026-08-16,Completed
766,393,2026-04-15,Completed
767,171,2025-10-31,Completed
768,871,2024-12-20,Completed
769,67,2026-08-24,Completed
770,251,2025-10-09,Completed
771,888,2026-04-26,Returned
772,832,2025-08-09,Pending
773,807,2024-07-09,Completed
774,935,2026-02-12,Completed
775,776,2025-01-23,Completed
776,227,2026-08-29,Completed
777,159,2025-05-01,Completed
778,599,2024-01-19,Completed
779,892,2025-11-15,Completed
780,666,2026-03-06,Completed
781,520,2024-12-28,Completed
782,251,2025-03-12,Completed
783,42,2026-01-24,Completed
784,250,2026-04-22,Completed
785,488,2024-12-15,Completed
786,738,2025-08-16,Completed
787,616,2024-12-19,Completed
788,889,2026-04-16,Completed
789,915,2026-05-09,Completed
790,654,2026-04-03,Completed
791,328,2026-08-31,Completed
792,332,2025-05-28,Completed
793,956,2026-01-07,Completed
794,577,2025-11-06,Completed
795,363,2026-01-17,Completed
796,810,2026-05-06,Completed
797,249,2025-07-01,Completed
798,104,2025-09-30,Completed
799,794,2026-01-18,Pending
800,252,2026-03-12,Completed
801,927,2026-04-05,Completed
802,204,2026-08-13,Returned
803,818,2025-08-10,Pending
804,580,2026-06-26,Returned
805,998,2025-07-26,Completed
806,786,2026-06-29,Completed
807,465,2026-08-29,Completed
808,155,2025-03-08,Pending
809,792,2025-08-19,Completed
810,336,2025-04-07,Cancelled
811,791,2026-04-13,Completed
812,790,2026-02-27,Completed
813,775,2025-06-25,Completed
814,968,2026-02-08,Completed
815,719,2025-02-25,Completed
816,532,2024-10-29,Completed
817,760,2026-07-23,Completed
818,209,2025-07-01,Completed
819,36,2025-12-14,Cancelled
820,103,2025-08-24,Completed
821,877,2026-08-03,Completed
822,132,2025-11-04,Completed
823,825,2025-09-07,Completed
824,909,2026-07-09,Completed
825,779,2024-08-10,Completed
826,187,2024-07-21,Completed
827,331,2025-03-11,Completed
828,763,2025-03-29,Completed
829,782,2026-05-20,Completed
830,564,2025-07-02,Completed
831,861,2026-05-06,Completed
832,577,2026-07-03,Completed
833,711,2026-04-19,Completed
834,879,2024-10-14,Completed
835,726,2025-12-31,Completed
836,148,2026-01-20,Pending
837,855,2025-06-08,Completed
838,12,2025-05-22,Completed
839,677,2026-05-03,Completed
840,73,2025-09-12,Cancelled
841,437,2026-08-22,Completed
842,59,2025-12-31,Completed
843,86,2024-05-26,Completed
844,44,2026-06-03,Completed
845,370,2026-06-12,Completed
846,222,2026-05-24,Completed
847,361,2025-08-06,Completed
848,215,2026-01-20,Completed
849,849,2024-11-20,Completed
850,655,2026-03-15,Completed
851,918,2026-02-22,Completed
852,775,2026-06-19,Completed
853,407,2025-06-19,Cancelled
854,332,2025-08-06,Completed
855,27,2026-04-30,Completed
856,13,2026-03-05,Completed
857,425,2026-08-18,Completed
858,724,2025-12-24,Completed
859,881,2026-07-24,Completed
860,827,2026-06-09,Completed
861,634,2025-07-07,Completed
862,978,2026-03-31,Completed
863,722,2025-02-14,Returned
864,148,2026-03-21,Returned
865,748,2025-07-14,Completed
866,340,2024-05-14,Completed
867,364,2026-02-08,Completed
868,463,2025-11-11,Completed
869,700,2025-07-08,Completed
870,394,2025-06-26,Completed
871,615,2026-06-18,Completed
872,958,2025-11-27,Completed
873,628,2025-03-05,Cancelled
874,814,2026-06-24,Completed
875,680,2026-06-06,Completed
876,446,2025-12-14,Completed
877,625,2025-12-02,Completed
878,757,2025-01-01,Completed
879,988,2025-08-20,Completed
880,730,2025-01-15,Completed
881,922,2025-12-31,Cancelled
882,400,2025-04-21,Completed
883,844,2026-03-03,Completed
884,43,2025-12-31,Completed
885,188,2025-10-27,Completed
886,780,2024-11-23,Completed
887,491,2024-09-20,Completed
888,781,2025-11-02,Completed
889,583,2025-05-12,Cancelled
890,390,2025-09-08,Cancelled
891,674,2025-11-29,Completed
892,420,2026-07-14,Completed
893,701,2025-11-12,Completed
894,878,2025-12-01,Completed
895,665,2026-08-01,Cancelled
896,942,2025-03-12,Completed
897,443,2026-07-25,Completed
898,129,2026-06-13,Completed
899,741,2026-08-21,Completed
900,562,2026-07-29,Completed
901,927,2026-07-05,Completed
902,185,2025-07-12,Completed
903,589,2026-05-27,Completed
904,324,2026-02-10,Cancelled
905,22,2024-02-10,Cancelled
906,208,2025-11-26,Returned
907,297,2024-11-22,Completed
908,163,2026-01-25,Completed
909,485,2025-12-11,Completed
910,599,2025-08-14,Completed
911,88,2025-05-07,Completed
912,985,2026-06-25,Completed
913,637,2026-04-04,Returned
914,54,2025-11-08,Completed
915,565,2025-09-16,Completed
916,390,2025-10-26,Cancelled
917,966,2025-04-07,Completed
918,883,2026-06-21,Cancelled
919,77,2024-09-08,Completed
920,755,2026-03-28,Cancelled
921,805,2026-06-28,Completed
