order_item_id,order_id,product_id,quantity,unit_price,discount
123,47,87,3,104.67,0.1
124,48,79,2,243.88,0.15
125,48,44,1,59.87,0.15
126,48,47,3,31.94,0.1
127,48,24,2,1445.96,0.15
128,49,105,3,321.26,0.1
129,49,13,1,1416.4,0.15
130,50,61,1,73.16,0.05
131,50,104,2,175.21,0.15
132,51,101,2,403.43,0.0
133,51,63,2,82.03,0.0
134,51,39,3,57.67,0.05
135,52,58,3,44.05,0.1
136,53,45,1,58.26,0.1
137,53,3,3,1143.05,0.05
138,53,53,3,55.82,0.05
139,54,100,1,240.04,0.15
140,54,95,3,67.35,0.1
141,54,58,2,44.05,0.05
142,54,114,1,46.87,0.1
143,55,11,1,863.36,0.1
144,56,78,2,198.38,0.15
145,56,83,2,77.52,0.15
146,56,51,2,53.62,0.05
147,57,85,3,122.17,0.0
148,57,33,1,96.96,0.05
149,58,71,2,69.64,0.0
150,58,7,1,1081.5,0.1
151,58,4,3,1016.95,0.05
152,58,99,1,181.09,0.15
153,59,81,1,111.58,0.0
154,59,17,1,1005.58,0.1
155,59,68,2,86.11,0.15
156,59,108,2,285.82,0.1
157,60,81,3,111.58,0.15
158,60,96,3,124.74,0.1
159,60,82,2,113.87,0.15
160,60,113,3,45.91,0.05
161,61,20,1,1272.89,0.05
162,61,39,2,57.67,0.1
163,61,2,2,1276.88,0.0
164,62,99,2,181.09,0.1
165,63,53,3,55.82,0.15
166,63,113,2,45.91,0.05
167,64,29,3,144.47,0.05
168,64,34,3,125.09,0.1
169,64,11,2,863.36,0.1
170,64,55,2,32.53,0.05
171,65,80,3,81.78,0.15
172,65,58,1,44.05,0.1
173,65,35,1,109.54,0.05
174,65,90,1,100.08,0.0
175,66,92,3,59.67,0.0
176,66,57,1,62.07,0.0
177,67,40,2,52.28,0.15
178,67,101,3,403.43,0.0
179,67,103,2,299.32,0.0
180,67,64,1,93.19,0.0
181,68,24,2,1445.96,0.15
182,68,25,1,101.45,0.0
183,68,115,3,74.95,0.05
184,68,108,2,285.82,0.15
185,69,67,3,48.23,0.05
186,70,21,1,1122.92,0.0
187,70,81,2,111.58,0.15
188,70,94,3,121.02,0.1
189,71,15,3,1466.49,0.15
190,71,31,2,69.02,0.0
191,72,102,3,188.19,0.15
192,72,32,3,58.98,0.05
193,72,2,2,1276.88,0.0
194,72,6,1,1247.26,0.05
195,73,8,2,1131.13,0.05
196,74,104,3,175.21,0.05
197,74,115,1,74.95,0.15
198,74,57,2,62.07,0.05
199,75,72,2,111.1,0.05
200,75,38,3,53.59,0.05
201,75,70,3,54.65,0.1
202,75,90,2,100.08,0.15
203,76,9,1,1017.39,0.15
204,76,68,2,86.11,0.1
205,77,94,3,121.02,0.1
206,77,24,3,1445.96,0.05
207,77,114,2,46.87,0.0
208,77,3,3,1143.05,0.15
209,78,79,2,243.88,0.15
210,78,37,3,36.6,0.1
211,79,107,1,315.32,0.05
212,80,5,3,856.49,0.15
213,81,78,1,198.38,0.0
214,81,92,1,59.67,0.15
215,82,106,1,342.73,0.1
216,82,48,3,56.46,0.0
217,82,102,3,188.19,0.0
218,82,91,2,94.87,0.0
219,83,69,1,114.57,0.05
220,83,50,3,52.38,0.05
221,84,99,3,181.09,0.1
222,85,102,3,188.19,0.15
223,85,24,3,1445.96,0.1
224,86,116,2,92.44,0.1
225,86,41,2,45.79,0.15
226,86,71,3,69.64,0.1
227,87,47,1,31.94,0.0
228,87,58,2,44.05,0.0
229,87,51,3,53.62,0.05
230,88,110,1,31.39,0.1
231,88,41,3,45.79,0.05
232,89,34,3,125.09,0.05
233,89,47,1,31.94,0.1
234,90,94,3,121.02,0.1
235,90,10,2,783.62,0.05
236,91,77,3,105.72,0.1
237,92,118,2,70.37,0.1
238,93,96,3,124.74,0.0
239,93,84,3,189.75,0.15
240,94,42,3,58.5,0.05
241,94,65,1,94.35,0.0
242,95,29,2,144.47,0.1
243,96,74,2,179.47,0.1
244,96,96,1,124.74,0.15
245,96,7,3,1081.5,0.15
246,96,71,3,69.64,0.05
247,97,84,3,189.75,0.05
248,97,74,1,179.47,0.0
249,97,26,2,114.37,0.15
250,97,72,2,111.1,0.0
251,98,25,3,101.45,0.0
252,98,42,2,58.5,0.05
253,98,45,2,58.26,0.15
254,99,26,2,114.37,0.05
255,99,88,3,109.47,0.0
256,100,112,2,66.68,0.0
257,100,107,2,315.32,0.0
258,101,95,1,67.35,0.05
259,101,69,3,114.57,0.1
260,102,49,3,53.79,0.0
261,103,7,1,1081.5,0.0
262,103,60,2,31.57,0.1
263,103,84,3,189.75,0.1
264,104,30,1,139.26,0.1
265,104,49,2,53.79,0.0
266,104,66,1,106.71,0.05
267,104,91,3,94.87,0.15
268,105,43,3,30.23,0.05
269,105,63,1,82.03,0.1
270,105,51,3,53.62,0.1
271,106,104,2,175.21,0.15
272,106,8,1,1131.13,0.1
273,106,81,1,111.58,0.05
274,107,94,2,121.02,0.05
275,108,117,2,75.36,0.05
276,108,78,1,198.38,0.05
277,108,43,3,30.23,0.05
278,109,56,1,23.54,0.05
279,109,117,2,75.36,0.0
280,110,94,2,121.02,0.15
281,110,4,2,1016.95,0.1
282,111,20,1,1272.89,0.05
283,111,100,1,240.04,0.0
284,111,25,3,101.45,0.1
285,112,46,1,64.91,0.15
286,113,24,2,1445.96,0.15
287,113,110,1,31.39,0.05
288,113,50,1,52.38,0.05
289,114,29,1,144.47,0.0
290,114,96,1,124.74,0.15
291,114,86,3,110.76,0.15
292,114,26,3,114.37,0.1
293,115,78,3,198.38,0.15
294,116,59,1,28.01,0.15
295,116,106,3,342.73,0.0
296,116,113,3,45.91,0.15
297,116,6,3,1247.26,0.0
298,117,100,2,240.04,0.05
299,117,106,2,342.73,0.1
300,117,37,3,36.6,0.0
301,118,24,3,1445.96,0.05
302,119,59,3,28.01,0.05
303,119,76,2,115.79,0.0
304,120,12,1,876.42,0.15
305,121,49,2,53.79,0.0
306,121,71,1,69.64,0.1
307,122,54,2,20.73,0.1
308,123,26,3,114.37,0.1
309,123,1,1,1061.42,0.15
310,124,78,2,198.38,0.05
311,125,57,1,62.07,0.1
312,125,11,3,863.36,0.05
313,125,77,1,105.72,0.05
314,125,1,1,1061.42,0.0
315,126,43,1,30.23,0.0
316,126,118,2,70.37,0.05
317,126,12,1,876.42,0.1
318,127,120,2,64.19,0.1
319,127,5,2,856.49,0.15
320,127,12,1,876.42,0.15
321,128,43,3,30.23,0.05
322,128,68,3,86.11,0.05
323,128,53,3,55.82,0.0
324,129,93,3,73.99,0.1
325,129,89,2,55.64,0.1
326,129,78,2,198.38,0.1
327,129,120,1,64.19,0.15
328,130,91,1,94.87,0.0
329,130,38,1,53.59,0.0
330,131,103,2,299.32,0.15
331,131,79,1,243.88,0.1
332,132,89,2,55.64,0.0
333,132,37,2,36.6,0.1
334,133,44,3,59.87,0.0
335,133,51,1,53.62,0.05
336,133,93,2,73.99,0.1
337,134,62,3,99.59,0.15
338,134,20,3,1272.89,0.1
339,135,107,3,315.32,0.1
340,136,103,2,299.32,0.0
341,136,118,1,70.37,0.1
342,136,114,1,46.87,0.1
343,137,24,2,1445.96,0.1
344,137,77,3,105.72,0.0
345,137,15,2,1466.49,0.15
346,137,111,1,99.29,0.15
347,138,28,1,89.14,0.0
348,138,68,2,86.11,0.0
349,138,39,1,57.67,0.0
350,139,25,2,101.45,0.1
351,139,44,2,59.87,0.05
352,140,27,1,116.94,0.15
353,140,93,2,73.99,0.0
354,141,43,2,30.23,0.0
355,142,82,2,113.87,0.05
356,142,115,1,74.95,0.1
357,142,27,2,116.94,0.1
358,143,36,1,67.29,0.0
359,143,15,1,1466.49,0.1
360,144,74,1,179.47,0.1
361,144,32,3,58.98,0.1
362,144,22,3,845.9,0.15
363,145,14,2,929.55,0.0
364,146,79,1,243.88,0.0
365,146,46,2,64.91,0.05
366,146,40,1,52.28,0.15
367,146,43,1,30.23,0.15
368,147,61,3,73.16,0.1
369,147,30,2,139.26,0.15
370,147,29,1,144.47,0.1
371,147,19,2,1303.76,0.15
372,148,62,1,99.59,0.1
373,148,60,2,31.57,0.05
374,148,109,3,67.25,0.0
375,149,72,2,111.1,0.15
376,149,84,2,189.75,0.15
377,149,10,1,783.62,0.05
378,150,27,3,116.94,0.15
379,150,105,2,321.26,0.1
380,150,89,3,55.64,0.05
381,151,15,2,1466.49,0.0
382,151,76,2,115.79,0.05
383,151,77,2,105.72,0.15
384,151,60,1,31.57,0.0
385,152,12,1,876.42,0.05
386,153,69,3,114.57,0.15
387,153,38,1,53.59,0.05
388,153,50,3,52.38,0.1
389,153,79,2,243.88,0.1
390,154,79,3,243.88,0.15
391,155,1,3,1061.42,0.1
392,156,56,3,23.54,0.15
393,156,90,3,100.08,0.1
394,157,85,2,122.17,0.05
395,157,23,1,1138.4,0.15
396,158,18,1,813.45,0.0
397,158,2,1,1276.88,0.15
398,159,111,3,99.29,0.15
399,159,59,3,28.01,0.05
400,159,115,2,74.95,0.15
401,159,101,3,403.43,0.15
402,160,74,2,179.47,0.05
403,161,73,2,117.31,0.1
404,162,19,3,1303.76,0.1
405,163,32,2,58.98,0.0
406,164,61,2,73.16,0.15
407,165,38,3,53.59,0.1
408,165,22,3,845.9,0.1
409,165,5,1,856.49,0.15
410,166,104,1,175.21,0.1
411,166,95,2,67.35,0.0
412,166,80,1,81.78,0.0
413,167,110,3,31.39,0.0
414,167,33,3,96.96,0.05
415,167,2,3,1276.88,0.05
416,168,63,3,82.03,0.0
417,168,24,2,1445.96,0.0
418,169,99,2,181.09,0.05
419,169,50,1,52.38,0.1
420,169,31,1,69.02,0.1
421,169,85,1,122.17,0.0
422,170,96,1,124.74,0.15
423,170,97,3,308.18,0.15
424,170,119,2,62.24,0.1
425,170,69,1,114.57,0.15
426,171,87,1,104.67,0.0
427,171,41,3,45.79,0.1
428,171,68,2,86.11,0.1
429,171,88,2,109.47,0.1
430,172,60,1,31.57,0.05
431,172,99,3,181.09,0.1
432,172,87,3,104.67,0.05
433,172,96,2,124.74,0.0
434,173,68,1,86.11,0.15
435,174,5,3,856.49,0.0
436,174,4,1,1016.95,0.05
437,175,49,3,53.79,0.05
438,175,85,1,122.17,0.05
439,176,82,2,113.87,0.1
440,177,33,1,96.96,0.1
441,177,21,1,1122.92,0.15
442,177,100,2,240.04,0.1
443,178,63,1,82.03,0.15
444,179,28,2,89.14,0.1
445,179,79,1,243.88,0.0
446,179,83,1,77.52,0.0
447,179,14,3,929.55,0.1
448,180,120,1,64.19,0.15
449,181,66,3,106.71,0.15
450,182,70,1,54.65,0.0
451,183,43,2,30.23,0.0
452,183,88,3,109.47,0.0
453,183,39,2,57.67,0.1
454,184,83,3,77.52,0.0
455,184,26,2,114.37,0.05
456,184,23,2,1138.4,0.15
457,185,95,1,67.35,0.0
458,185,25,3,101.45,0.05
459,185,18,2,813.45,0.15
460,185,5,1,856.49,0.1
461,186,5,2,856.49,0.0
462,187,28,3,89.14,0.15
463,188,5,3,856.49,0.05
464,189,32,3,58.98,0.05
465,190,106,2,342.73,0.05
466,190,102,3,188.19,0.0
467,190,13,1,1416.4,0.0
468,191,55,3,32.53,0.15
469,191,44,2,59.87,0.0
470,192,43,1,30.23,0.1
471,192,9,1,1017.39,0.15
472,193,32,1,58.98,0.0
473,193,119,3,62.24,0.15
474,193,75,1,181.68,0.0
475,193,6,2,1247.26,0.0
476,194,54,2,20.73,0.05
477,194,89,1,55.64,0.05
478,194,104,3,175.21,0.1
479,195,77,1,105.72,0.15
480,196,72,1,111.1,0.05
481,197,60,3,31.57,0.05
482,197,99,2,181.09,0.0
483,198,64,1,93.19,0.0
484,198,23,3,1138.4,0.1
485,198,21,2,1122.92,0.05
486,198,86,2,110.76,0.1
487,199,6,3,1247.26,0.05
488,199,14,1,929.55,0.0
489,199,95,2,67.35,0.0
490,199,7,1,1081.5,0.05
491,200,96,2,124.74,0.05
492,200,87,1,104.67,0.1
493,201,49,1,53.79,0.0
494,201,115,2,74.95,0.15
495,202,23,2,1138.4,0.05
496,202,50,3,52.38,0.1
497,202,48,2,56.46,0.05
498,202,18,2,813.45,0.05
499,203,15,2,1466.49,0.15
500,203,110,2,31.39,0.05
501,204,74,1,179.47,0.0
502,204,71,2,69.64,0.15
503,205,2,3,1276.88,0.05
504,205,94,1,121.02,0.1
505,205,55,2,32.53,0.05
506,206,6,3,1247.26,0.0
507,206,61,2,73.16,0.15
508,206,94,2,121.02,0.0
509,206,99,2,181.09,0.15
510,207,28,1,89.14,0.0
511,207,17,1,1005.58,0.15
512,207,46,3,64.91,0.1
513,207,38,1,53.59,0.15
514,208,112,2,66.68,0.05
515,208,91,2,94.87,0.15
516,209,68,2,86.11,0.1
517,209,5,3,856.49,0.05
518,209,38,3,53.59,0.0
519,210,114,2,46.87,0.1
520,210,7,2,1081.5,0.0
521,210,15,2,1466.49,0.1
522,211,18,1,813.45,0.0
523,211,43,3,30.23,0.15
524,212,46,3,64.91,0.15
525,212,115,2,74.95,0.0
526,212,35,1,109.54,0.1
527,213,61,3,73.16,0.1
528,214,25,2,101.45,0.0
529,215,14,1,929.55,0.1
530,216,67,1,48.23,0.1
531,216,81,2,111.58,0.05
532,217,38,1,53.59,0.0
533,218,53,3,55.82,0.1
534,218,75,2,181.68,0.15
535,218,44,2,59.87,0.1
536,219,30,2,139.26,0.0
537,219,62,1,99.59,0.1
538,219,48,2,56.46,0.15
539,220,24,3,1445.96,0.05
540,220,23,1,1138.4,0.05
541,220,108,1,285.82,0.0
542,221,24,3,1445.96,0.0
543,221,27,3,116.94,0.1
544,221,72,2,111.1,0.05
545,222,16,2,1522.38,0.15
546,222,118,1,70.37,0.15
547,222,4,2,1016.95,0.05
548,223,83,2,77.52,0.1
549,223,91,3,94.87,0.05
550,223,38,3,53.59,0.15
551,224,18,3,813.45,0.0
552,225,58,1,44.05,0.1
553,225,46,1,64.91,0.05
554,226,69,2,114.57,0.0
555,227,117,3,75.36,0.1
556,228,2,2,1276.88,0.1
557,228,37,2,36.6,0.0
558,228,45,1,58.26,0.15
559,229,94,3,121.02,0.0
560,229,115,1,74.95,0.05
561,229,54,2,20.73,0.15
562,229,18,3,813.45,0.1
563,230,1,2,1061.42,0.1
564,231,26,2,114.37,0.1
565,231,24,3,1445.96,0.15
566,232,64,2,93.19,0.05
567,232,72,1,111.1,0.0
568,232,95,1,67.35,0.1
569,233,54,3,20.73,0.05
570,233,23,1,1138.4,0.0
571,233,63,2,82.03,0.15
572,234,73,3,117.31,0.15
573,234,56,3,23.54,0.0
574,234,112,2,66.68,0.0
575,234,34,2,125.09,0.05
576,235,46,1,64.91,0.1
577,235,21,2,1122.92,0.15
578,236,66,1,106.71,0.05
579,237,112,3,66.68,0.1
580,237,41,2,45.79,0.1
581,237,106,1,342.73,0.1
582,238,100,2,240.04,0.05
583,238,63,1,82.03,0.05
584,238,53,1,55.82,0.05
585,239,54,2,20.73,0.0
586,240,45,1,58.26,0.15
587,240,40,3,52.28,0.1
588,240,89,1,55.64,0.1
589,240,47,1,31.94,0.0
590,241,17,2,1005.58,0.0
591,241,27,1,116.94,0.0
592,241,11,2,863.36,0.15
593,242,61,1,73.16,0.1
594,243,101,1,403.43,0.05
595,244,19,3,1303.76,0.1
596,245,65,1,94.35,0.0
597,245,73,3,117.31,0.0
598,246,116,3,92.44,0.0
599,246,97,3,308.18,0.0
600,247,47,2,31.94,0.0
601,247,90,1,100.08,0.1
602,247,76,2,115.79,0.15
603,247,24,1,1445.96,0.05
604,248,67,1,48.23,0.15
605,249,11,2,863.36,0.15
606,250,88,1,109.47,0.15
607,250,108,2,285.82,0.15
608,250,57,1,62.07,0.0
609,251,87,2,104.67,0.0
610,252,16,1,1522.38,0.15
611,253,9,1,1017.39,0.1
612,253,47,1,31.94,0.15
613,254,36,3,67.29,0.1
614,254,98,3,406.86,0.15
615,254,92,2,59.67,0.15
616,254,99,3,181.09,0.15
617,255,14,2,929.55,0.05
618,255,16,3,1522.38,0.05
619,255,33,1,96.96,0.0
620,255,63,3,82.03,0.0
621,256,49,3,53.79,0.1
622,256,78,1,198.38,0.1
623,257,102,3,188.19,0.15
624,257,60,2,31.57,0.1
625,257,26,3,114.37,0.1
626,257,38,3,53.59,0.0
627,258,110,2,31.39,0.0
628,258,49,1,53.79,0.05
629,258,57,3,62.07,0.1
630,259,63,3,82.03,0.15
631,259,98,3,406.86,0.15
632,259,15,2,1466.49,0.05
633,259,73,3,117.31,0.0
634,260,79,2,243.88,0.1
635,260,87,1,104.67,0.0
636,260,46,3,64.91,0.0
637,260,99,1,181.09,0.1
638,261,49,2,53.79,0.1
639,261,13,2,1416.4,0.1
640,261,55,1,32.53,0.05
641,262,117,3,75.36,0.0
642,263,5,2,856.49,0.15
643,263,59,2,28.01,0.0
644,263,85,3,122.17,0.15
645,264,74,2,179.47,0.0
646,264,13,3,1416.4,0.05
647,264,104,2,175.21,0.15
648,265,26,1,114.37,0.05
649,265,64,2,93.19,0.1
650,265,82,1,113.87,0.1
651,265,109,3,67.25,0.15
652,266,76,2,115.79,0.1
653,267,27,3,116.94,0.1
654,267,45,3,58.26,0.1
655,267,102,2,188.19,0.1
656,267,10,1,783.62,0.15
657,268,113,3,45.91,0.05
658,268,3,3,1143.05,0.15
659,269,120,1,64.19,0.05
660,269,73,2,117.31,0.15
661,269,94,1,121.02,0.05
662,269,81,1,111.58,0.1
663,270,82,1,113.87,0.15
664,271,88,2,109.47,0.05
665,271,77,1,105.72,0.05
666,271,31,1,69.02,0.0
667,272,55,1,32.53,0.05
668,272,83,2,77.52,0.05
669,272,116,1,92.44,0.1
670,272,5,2,856.49,0.05
671,273,8,1,1131.13,0.1
672,274,115,1,74.95,0.15
673,274,47,3,31.94,0.05
674,274,86,1,110.76,0.0
675,274,85,3,122.17,0.0
676,275,99,2,181.09,0.1
677,276,28,1,89.14,0.1
678,276,19,2,1303.76,0.15
679,276,14,2,929.55,0.0
680,276,23,2,1138.4,0.1
681,277,36,1,67.29,0.1
682,277,113,2,45.91,0.1
683,278,108,3,285.82,0.0
684,279,116,1,92.44,0.05
685,279,104,2,175.21,0.15
686,279,88,1,109.47,0.15
687,280,39,1,57.67,0.15
688,280,27,3,116.94,0.1
689,281,106,2,342.73,0.15
690,282,106,1,342.73,0.1
691,283,59,1,28.01,0.05
692,283,89,3,55.64,0.15
693,283,4,3,1016.95,0.05
694,284,74,1,179.47,0.05
695,284,11,3,863.36,0.05
696,284,15,3,1466.49,0.15
697,285,34,3,125.09,0.1
698,285,23,2,1138.4,0.05
699,286,107,1,315.32,0.0
700,286,114,3,46.87,0.05
701,286,74,1,179.47,0.15
702,286,29,1,144.47,0.1
703,287,20,1,1272.89,0.0
704,287,12,1,876.42,0.15
705,287,48,2,56.46,0.15
706,288,37,2,36.6,0.05
707,288,96,2,124.74,0.05
708,288,64,3,93.19,0.05
709,289,53,1,55.82,0.0
710,289,102,2,188.19,0.1
711,290,75,2,181.68,0.0
712,290,88,1,109.47,0.15
713,290,83,1,77.52,0.1
714,291,95,1,67.35,0.0
715,291,77,1,105.72,0.1
716,291,33,1,96.96,0.15
717,291,10,2,783.62,0.0
718,292,86,3,110.76,0.0
719,292,48,3,56.46,0.05
720,292,17,2,1005.58,0.05
721,292,115,3,74.95,0.15
722,293,91,1,94.87,0.1
723,293,68,1,86.11,0.1
724,293,56,1,23.54,0.05
725,294,37,3,36.6,0.1
726,294,116,3,92.44,0.1
727,294,113,2,45.91,0.05
728,294,34,2,125.09,0.15
729,295,7,1,1081.5,0.0
730,295,25,2,101.45,0.1
731,295,20,1,1272.89,0.15
732,295,30,2,139.26,0.0
733,296,59,3,28.01,0.05
734,296,64,1,93.19,0.1
735,296,15,1,1466.49,0.05
736,296,109,2,67.25,0.05
737,297,75,3,181.68,0.05
738,297,1,2,1061.42,0.0
739,298,4,3,1016.95,0.0
740,298,37,2,36.6,0.1
741,298,88,3,109.47,0.0
742,299,59,3,28.01,0.0
743,299,81,2,111.58,0.0
744,299,35,3,109.54,0.15
745,299,77,2,105.72,0.05
746,300,42,3,58.5,0.0
747,300,103,3,299.32,0.15
748,300,8,1,1131.13,0.15
749,301,12,1,876.42,0.15
750,301,3,2,1143.05,0.1
751,301,110,3,31.39,0.05
752,301,27,1,116.94,0.1
753,302,116,1,92.44,0.1
754,302,88,3,109.47,0.0
755,302,78,2,198.38,0.05
756,303,12,2,876.42,0.05
757,303,97,2,308.18,0.15
758,303,55,1,32.53,0.0
759,303,104,3,175.21,0.1
760,304,120,3,64.19,0.0
761,304,64,2,93.19,0.15
762,305,88,2,109.47,0.05
763,305,116,3,92.44,0.15
764,306,66,1,106.71,0.15
765,307,46,1,64.91,0.0
766,307,33,1,96.96,0.15
767,307,75,1,181.68,0.05
768,308,41,2,45.79,0.15
769,308,76,3,115.79,0.1
770,308,93,2,73.99,0.05
771,309,112,2,66.68,0.0
772,309,87,1,104.67,0.15
773,309,14,1,929.55,0.0
774,310,112,3,66.68,0.15
775,310,85,2,122.17,0.1
776,310,96,3,124.74,0.15
777,310,78,2,198.38,0.0
778,311,90,1,100.08,0.0
779,312,56,3,23.54,0.05
780,312,108,1,285.82,0.1
781,313,22,1,845.9,0.15
782,314,26,3,114.37,0.15
783,314,38,1,53.59,0.1
784,315,54,3,20.73,0.1
785,315,109,1,67.25,0.15
786,315,64,2,93.19,0.15
787,315,95,3,67.35,0.15
788,316,74,2,179.47,0.15
789,316,41,2,45.79,0.0
790,316,71,2,69.64,0.1
791,316,9,2,1017.39,0.15
792,317,45,1,58.26,0.1
793,317,57,3,62.07,0.15
794,317,30,1,139.26,0.1
795,317,65,3,94.35,0.15
796,318,102,1,188.19,0.05
797,318,61,2,73.16,0.0
798,318,103,3,299.32,0.15
799,319,13,2,1416.4,0.05
800,319,102,1,188.19,0.0
801,319,54,1,20.73,0.1
802,319,64,2,93.19,0.1
803,320,104,1,175.21,0.1
804,321,63,2,82.03,0.1
805,321,34,1,125.09,0.1
806,322,91,1,94.87,0.15
807,323,106,3,342.73,0.0
808,324,117,1,75.36,0.1
809,324,47,3,31.94,0.15
810,325,43,1,30.23,0.05
811,325,105,2,321.26,0.15
812,325,18,1,813.45,0.05
813,326,35,2,109.54,0.15
814,327,101,2,403.43,0.15
815,327,30,2,139.26,0.15
816,327,18,3,813.45,0.1
817,327,103,1,299.32,0.15
818,328,11,2,863.36,0.1
819,329,98,3,406.86,0.05
820,329,5,3,856.49,0.0
821,329,85,3,122.17,0.1
822,329,119,2,62.24,0.15
823,330,2,3,1276.88,0.05
824,330,106,3,342.73,0.15
825,330,36,2,67.29,0.05
826,331,100,1,240.04,0.0
827,331,26,3,114.37,0.1
828,331,113,2,45.91,0.05
829,331,39,3,57.67,0.1
830,332,3,3,1143.05,0.1
831,332,4,1,1016.95,0.1
832,333,34,2,125.09,0.0
833,333,81,1,111.58,0.0
834,333,65,2,94.35,0.1
835,334,45,2,58.26,0.05
836,334,39,3,57.67,0.15
837,335,106,2,342.73,0.15
838,335,100,1,240.04,0.05
839,336,55,1,32.53,0.15
840,337,76,2,115.79,0.1
841,337,72,3,111.1,0.15
842,337,67,3,48.23,0.15
843,337,100,2,240.04,0.15
844,338,63,2,82.03,0.05
845,338,92,3,59.67,0.0
846,339,72,1,111.1,0.15
847,339,48,1,56.46,0.0
848,340,16,2,1522.38,0.1
849,340,48,2,56.46,0.1
850,341,7,2,1081.5,0.05
851,341,120,1,64.19,0.15
852,341,115,1,74.95,0.0
853,341,40,3,52.28,0.1
854,342,73,2,117.31,0.15
855,342,58,2,44.05,0.05
856,342,116,1,92.44,0.15
857,343,12,3,876.42,0.15
858,343,103,2,299.32,0.05
859,343,80,2,81.78,0.1
860,344,111,1,99.29,0.0
861,345,25,3,101.45,0.0
862,346,16,3,1522.38,0.05
863,347,11,2,863.36,0.15
864,347,104,3,175.21,0.0
